0;0;0;0;0;0;0;0;0;0;
0.1;0.62;-45.65;0;0.05;6.2;-45.7;0;0.5;25;
0.2;1.23;-45.65;0;0.1;6.2;-45.7;0;0.5;25;
0.3;1.85;-45.65;0;0.15;6.2;-45.7;0;0.5;25;
0.4;2.47;-45.65;0;0.2;6.2;-45.7;0;0.5;25;
0.5;3.09;-45.65;0;0.25;6.2;-45.7;0;0.5;25;
0.6;3.7;-45.65;0;0.3;6.2;-45.7;0;0.5;25;
0.7;4.32;-45.65;0;0.35;6.2;-45.7;0;0.5;25;
0.8;4.94;-45.65;0;0.4;6.2;-45.7;0;0.5;25;
0.9;5.56;-45.65;0;0.45;6.2;-45.7;0;0.5;25;
1;6.17;-45.65;0;0.5;6.2;-45.7;0;0.5;25;
1.1;6.79;-45.65;0;0.55;6.2;-45.7;0;0.5;25;
1.2;7.41;-45.65;0;0.6;6.2;-45.7;0;0.5;25;
1.3;8.03;-45.65;0;0.65;0;0;0;0;0;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;; 
