0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0;
0.10;0.03;-49.95;-6.167;7.65;0.30;-49.90;-6.20;0.00;0;
0.20;0.07;-49.99;-6.193;7.71;0.50;-50.00;-6.20;0.00;0;
0.30;0.13;-50.02;-6.222;7.78;0.70;-50.00;-6.30;0.00;0;
0.40;0.21;-50.05;-6.254;7.84;0.90;-50.10;-6.30;0.00;0;
0.50;0.30;-50.07;-6.286;7.91;1.00;-50.10;-6.40;0.10;0;
0.60;0.41;-50.09;-6.315;7.97;1.10;-50.10;-6.40;0.10;0;
0.70;0.52;-50.10;-6.342;8.03;1.20;-50.10;-6.50;0.10;0;
0.80;0.65;-50.11;-6.368;8.09;1.30;-50.10;-6.50;0.10;0;
0.90;0.79;-50.11;-6.393;8.16;1.40;-50.10;-6.50;0.10;0;
1.00;0.93;-50.12;-6.419;8.22;1.50;-50.10;-6.60;0.20;0;
1.10;1.09;-50.13;-6.444;8.28;1.70;-50.10;-6.60;0.20;0;
1.20;1.27;-50.13;-6.469;8.35;1.80;-50.10;-6.60;0.30;0;
1.30;1.45;-50.14;-6.494;8.41;1.80;-50.20;-6.70;0.30;0;
1.40;1.64;-50.14;-6.517;8.47;1.90;-50.20;-6.70;0.30;0;
1.50;1.83;-50.14;-6.540;8.53;2.00;-50.20;-6.70;0.40;0;
1.60;2.04;-50.15;-6.562;8.60;2.10;-50.20;-6.80;0.40;1;
1.70;2.25;-50.15;-6.583;8.66;2.20;-50.20;-6.80;0.50;1;
1.80;2.48;-50.15;-6.603;8.72;2.20;-50.20;-6.80;0.50;1;
1.90;2.70;-50.15;-6.622;8.78;2.30;-50.20;-6.80;0.50;1;
2.00;2.93;-50.16;-6.641;8.84;2.40;-50.20;-6.90;0.60;1;
2.10;3.17;-50.16;-6.658;8.90;2.40;-50.20;-6.90;0.60;1;
2.20;3.42;-50.16;-6.674;8.96;2.50;-50.20;-6.90;0.70;1;
2.30;3.67;-50.16;-6.691;9.02;2.50;-50.20;-6.90;0.70;1;
2.40;3.92;-50.16;-6.706;9.08;2.60;-50.20;-6.90;0.80;1;
2.50;4.18;-50.16;-6.722;9.14;2.60;-50.20;-7.00;0.80;1;
2.60;4.45;-50.16;-6.737;9.20;2.70;-50.20;-7.00;0.90;1;
2.70;4.72;-50.16;-6.751;9.26;2.70;-50.20;-7.00;0.90;1;
2.80;5.00;-50.17;-6.766;9.32;2.80;-50.20;-7.00;1.00;1;
2.90;5.28;-50.17;-6.780;9.38;2.90;-50.20;-7.00;1.00;1;
3.00;5.57;-50.17;-6.794;9.45;2.90;-50.20;-7.10;1.10;1;
3.10;5.86;-50.17;-6.808;9.51;3.00;-50.20;-7.10;1.20;1;
3.20;6.16;-50.17;-6.821;9.57;0.00;0.00;0.00;0.00;0;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;; 
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
