0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0;
0.10;0.19;-43.17;1.982;0.07;2.70;-43.20;2.10;0.90;1;
0.20;0.48;-43.17;2.122;0.12;3.10;-43.20;2.30;1.40;1;
0.30;0.81;-43.17;2.223;0.18;3.50;-43.20;2.40;1.90;1;
0.40;1.17;-43.17;2.297;0.23;3.70;-43.20;2.50;2.30;1;
0.50;1.55;-43.17;2.357;0.29;3.90;-43.20;2.60;2.70;1;
0.60;1.95;-43.17;2.411;0.34;4.10;-43.20;2.60;3.10;1;
0.70;2.37;-43.18;2.459;0.40;4.30;-43.20;2.70;3.50;1;
0.80;2.80;-43.18;2.501;0.45;4.40;-43.20;2.80;3.90;1;
0.90;3.25;-43.18;2.540;0.51;4.50;-43.20;2.80;4.20;1;
1.00;3.70;-43.18;2.575;0.56;4.60;-43.20;2.80;4.50;1;
1.10;4.17;-43.18;2.608;0.62;4.80;-43.20;2.90;4.90;1;
1.20;4.65;-43.18;2.639;0.68;4.80;-43.20;2.90;5.10;1;
1.29;5.11;-43.18;2.665;0.73;0.00;0.00;0.00;0.00;0;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;; 
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
