0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0;
0.10;0.26;-47.86;-6.564;7.65;2.80;-47.70;-6.60;0.40;2;
0.20;0.56;-47.87;-6.586;7.70;3.10;-47.70;-6.60;0.50;3;
0.30;0.88;-47.89;-6.609;7.76;3.30;-47.80;-6.70;0.60;3;
0.40;1.22;-47.90;-6.630;7.81;3.60;-47.80;-6.70;0.70;4;
0.50;1.59;-47.91;-6.651;7.87;3.80;-47.80;-6.70;0.80;4;
0.60;1.98;-47.92;-6.671;7.92;4.00;-47.80;-6.80;0.90;4;
0.70;2.39;-47.93;-6.690;7.98;4.20;-47.90;-6.80;1.00;4;
0.80;2.82;-47.94;-6.708;8.04;4.40;-47.90;-6.80;1.10;5;
0.90;3.26;-47.94;-6.726;8.09;4.50;-47.90;-6.90;1.20;5;
1.00;3.73;-47.95;-6.744;8.15;4.70;-47.90;-6.90;1.40;5;
1.10;4.21;-47.96;-6.762;8.21;4.90;-47.90;-6.90;1.50;5;
1.20;4.70;-47.96;-6.780;8.26;5.10;-47.90;-6.90;1.60;6;
1.30;5.22;-47.97;-6.798;8.32;5.20;-47.90;-7.00;1.70;6;
1.40;5.74;-47.97;-6.814;8.38;5.30;-47.90;-7.00;1.90;6;
1.50;6.28;-47.97;-6.830;8.44;5.50;-48.00;-7.00;2.00;6;
1.60;6.83;-47.98;-6.846;8.49;5.60;-48.00;-7.00;2.10;6;
1.70;7.40;-47.98;-6.861;8.55;5.70;-48.00;-7.10;2.20;7;
1.80;7.97;-47.99;-6.875;8.61;5.80;-48.00;-7.10;2.30;7;
1.90;8.56;-47.99;-6.889;8.67;5.90;-48.00;-7.10;2.40;7;
2.00;9.15;-47.99;-6.903;8.72;6.00;-48.00;-7.10;2.60;7;
2.10;9.76;-47.99;-6.916;8.78;6.10;-48.00;-7.10;2.70;7;
2.20;10.37;-48.00;-6.929;8.84;6.20;-48.00;-7.10;2.80;7;
2.30;11.00;-48.00;-6.941;8.90;6.30;-48.00;-7.20;2.90;7;
2.40;11.63;-48.00;-6.954;8.95;6.40;-48.00;-7.20;3.00;7;
2.50;12.27;-48.00;-6.965;9.01;6.40;-48.00;-7.20;3.10;8;
2.60;12.92;-48.01;-6.977;9.07;6.50;-48.00;-7.20;3.20;8;
2.70;13.58;-48.01;-6.988;9.13;6.60;-48.00;-7.20;3.30;8;
2.80;14.24;-48.01;-6.998;9.18;6.60;-48.00;-7.20;3.40;8;
2.90;14.90;-48.01;-7.008;9.24;6.70;-48.00;-7.20;3.40;8;
3.00;15.58;-48.01;-7.018;9.30;6.80;-48.00;-7.20;3.50;8;
3.10;16.26;-48.02;-7.027;9.35;6.80;-48.00;-7.20;3.60;8;
3.20;16.94;-48.02;-7.036;9.41;0.00;0.00;0.00;0.00;0;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;; 
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
