0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0;
0.10;0.01;-54.20;1.883;5.80;0.30;-53.00;1.90;0.00;0;
0.20;0.05;-54.20;1.935;5.86;0.50;-53.00;2.00;0.00;0;
0.30;0.12;-54.20;1.986;5.93;0.80;-53.00;2.10;0.00;0;
0.40;0.21;-54.20;2.038;6.00;1.10;-53.00;2.10;0.00;0;
0.50;0.33;-54.20;2.090;6.06;1.40;-53.00;2.20;0.10;0;
0.60;0.49;-54.20;2.152;6.13;1.80;-53.00;2.30;0.10;0;
0.70;0.68;-54.20;2.218;6.20;2.10;-53.00;2.40;0.30;0;
0.80;0.92;-54.20;2.287;6.27;2.50;-53.00;2.50;0.40;0;
0.90;1.18;-54.20;2.357;6.34;2.80;-53.00;2.60;0.60;0;
1.00;1.50;-54.22;2.418;6.41;3.60;-53.40;2.60;1.10;5;
1.10;1.90;-54.27;2.468;6.49;4.40;-53.70;2.70;1.70;9;
1.20;2.39;-54.34;2.513;6.57;5.30;-54.00;2.70;2.20;14;
1.30;2.97;-54.41;2.553;6.65;6.20;-54.20;2.70;2.90;19;
1.40;3.63;-54.49;2.593;6.73;7.10;-54.40;2.80;3.60;23;
1.50;4.38;-54.56;2.634;6.81;7.90;-54.50;2.90;4.40;27;
1.60;5.21;-54.62;2.675;6.88;8.70;-54.60;2.90;5.20;31;
1.70;6.11;-54.67;2.717;6.95;9.50;-54.70;3.00;6.10;34;
1.80;7.10;-54.72;2.760;7.03;10.30;-54.70;3.10;7.10;37;
1.90;8.17;-54.77;2.803;7.10;11.00;-54.80;3.10;8.20;41;
2.00;9.30;-54.81;2.847;7.17;11.70;-54.80;3.20;9.30;43;
2.10;10.51;-54.84;2.890;7.24;12.40;-54.90;3.30;10.50;46;
2.20;11.78;-54.87;2.932;7.31;13.10;-54.90;3.30;11.90;49;
2.30;13.12;-54.90;2.975;7.38;13.70;-54.90;3.40;13.30;51;
2.40;14.53;-54.93;3.017;7.45;14.30;-55.00;3.40;14.70;53;
2.50;15.99;-54.95;3.058;7.51;15.00;-55.00;3.50;16.10;56;
2.60;17.52;-54.97;3.099;7.58;15.50;-55.00;3.60;17.70;58;
2.70;19.10;-54.99;3.139;7.65;16.10;-55.00;3.60;19.30;60;
2.80;20.73;-55.01;3.178;7.71;16.60;-55.00;3.70;20.90;62;
2.90;22.42;-55.02;3.216;7.78;17.10;-55.10;3.70;22.70;64;
3.00;24.16;-55.04;3.254;7.84;17.70;-55.10;3.80;24.60;66;
3.10;25.95;-55.05;3.291;7.91;18.10;-55.10;3.80;26.40;68;
3.20;27.78;-55.06;3.328;7.97;18.60;-55.10;3.90;28.00;69;
3.30;29.66;-55.07;3.362;8.03;19.00;-55.10;3.90;29.60;71;
3.40;31.58;-55.08;3.396;8.10;19.40;-55.10;3.90;31.20;72;
3.50;33.53;-55.09;3.429;8.16;19.70;-55.10;4.00;32.90;73;
3.60;35.52;-55.10;3.461;8.22;20.10;-55.10;4.00;34.70;75;
3.70;37.55;-55.11;3.492;8.29;20.50;-55.10;4.10;36.10;76;
3.80;39.62;-55.12;3.522;8.35;20.80;-55.10;4.10;37.60;77;
3.90;41.71;-55.13;3.551;8.41;21.10;-55.20;4.10;39.00;78;
4.00;43.84;-55.13;3.580;8.47;21.40;-55.20;4.10;40.50;79;
4.10;46.00;-55.14;3.607;8.53;21.70;-55.20;4.20;42.00;81;
4.20;48.19;-55.15;3.630;8.59;22.00;-55.20;4.20;43.60;82;
4.30;50.41;-55.15;3.660;8.65;22.40;-55.20;4.20;45.30;83;
4.40;52.66;-55.16;3.690;8.72;22.60;-55.20;4.30;46.90;84;
4.50;54.94;-55.16;3.710;8.78;22.90;-55.20;4.30;48.50;85;
4.60;57.24;-55.17;3.730;8.84;23.20;-55.20;4.30;50.10;86;
4.70;59.58;-55.17;3.760;8.90;23.50;-55.20;4.40;51.60;87;
4.80;61.93;-55.18;3.780;8.96;23.70;-55.20;4.40;53.00;88;
4.90;64.32;-55.18;3.800;9.02;23.90;-55.20;4.40;54.40;88;
5.00;66.72;-55.19;3.830;9.08;24.20;-55.20;4.40;55.90;89;
5.10;69.15;-55.19;3.850;9.14;24.40;-55.20;4.40;57.30;90;
5.20;71.60;-55.20;3.870;9.20;24.60;-55.20;4.50;58.80;91;
5.30;74.07;-55.20;3.890;9.26;24.90;-55.20;4.50;60.30;92;
5.40;76.57;-55.20;3.910;9.32;25.10;-55.20;4.50;61.70;92;
5.47;78.38;-55.21;3.920;9.36;0.00;0.00;0.00;0.00;0;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;; 
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
